SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-30-2022,Single Family Residential,14-3493 Shell Rd,Pahoa,HI,96778,200000,1.0,1.0,Nanawale Estates Subdivision,560.0,8040.0,2020.0,,357.0,,Sold,,,https://www.redfin.com/HI/Pahoa/14-3493-Shell-Rd-96778/home/88395981,HI Information Service,663687.0,N,Y,19.4984097,-154.9132507
PAST SALE,October-28-2022,Vacant Land,75-5446 Nalo Meli Dr Lot 37,Holualoa,HI,96725,200000,,,Kona Uplands,,224726.0,,,,158.0,Sold,,,https://www.redfin.com/HI/Holualoa/75-5446-Nalo-Meli-Dr-96725/unit-37/home/177858431,HI Information Service,657599.0,N,Y,19.652491,-155.950348
PAST SALE,August-24-2022,Condo/Co-op,445 Seaside Ave #1116,Honolulu,HI,96815,200000,0.0,1.0,Waikiki,315.0,,1979.0,,635.0,448.0,Sold,,,https://www.redfin.com/HI/Honolulu/445-Seaside-Ave-96815/unit-1116/home/88502955,HiCentral MLS,202202568.0,N,Y,21.2809674,-157.8256348
PAST SALE,August-28-2022,Condo/Co-op,2442 Tusitala St #211,Honolulu,HI,96815,199750,0.0,1.0,Waikiki,300.0,,1964.0,,666.0,494.0,Sold,,,https://www.redfin.com/HI/Honolulu/2442-Tusitala-St-96815/unit-211/home/63838056,HiCentral MLS,202213624.0,N,Y,21.2775406,-157.8220254
PAST SALE,November-8-2022,Condo/Co-op,444 NE Niu St #1408,Honolulu,HI,96815,200000,0.0,1.0,Waikiki,259.0,38463.0,1979.0,,772.0,506.0,Sold,,,https://www.redfin.com/HI/Honolulu/444-Niu-St-96815/unit-1408/home/63821364,HiCentral MLS,202220875.0,N,Y,21.2869649,-157.8327139
PAST SALE,October-28-2022,Vacant Land,75-5444 Nalo Meli Dr Lot 38,Holualoa,HI,96725,200000,,,Kona Uplands,,250383.0,,,,158.0,Sold,,,https://www.redfin.com/HI/Holualoa/75-5444-Nalo-Meli-Dr-96725/unit-38/home/173789881,HI Information Service,657604.0,N,Y,19.651556,-155.951702
PAST SALE,August-22-2022,Condo/Co-op,410 Atkinson Dr #1118,Honolulu,HI,96814,200000,0.0,1.0,Ala Moana,297.0,,1970.0,,673.0,1102.0,Sold,,,https://www.redfin.com/HI/Honolulu/410-Atkinson-Dr-96814/unit-1118/home/63829435,HiCentral MLS,202213379.0,N,Y,21.2901551,-157.8395601
PAST SALE,October-20-2022,Vacant Land,KONA SEA RANCH SUBDIVISION INCR II,Captain Cook,HI,96704,200000,,,Kona Sea Ranch Subdivision Incr Ii,,225902.0,,,,,Sold,,,https://www.redfin.com/HI/Captain-Cook/KONA-SEA-RANCH-SUBDIVISION-INCR-II-Unknown/home/172648055,HI Information Service,663565.0,N,Y,19.30387529,-155.88002156
PAST SALE,,Condo/Co-op,2661 Kekaa Dr Unit G203,Lahaina,HI,96761,189400,,1.0,,570.0,,1968.0,,332.0,,,,,https://www.redfin.com/HI/Lahaina/2661-Kekaa-Dr-96761/unit-G203/home/88607325,,,N,Y,20.9283015,-156.6919341
PAST SALE,October-9-2022,Condo/Co-op,85-175 Farrington Hwy Unit C414,Waianae,HI,96792,190000,0.0,1.0,Waianae,337.0,242019.0,1974.0,,564.0,498.0,Sold,,,https://www.redfin.com/HI/Waianae/85-175-Farrington-Hwy-96792/unit-C414/home/63848610,HiCentral MLS,202204732.0,N,Y,21.4574669,-158.2025985
PAST SALE,October-5-2022,Condo/Co-op,Kamehameha V Hwy Unit 218B,Kaunakakai,HI,96748,190000,1.0,1.0,Molokai,562.0,177289.0,1977.0,,338.0,538.0,Sold,,,https://www.redfin.com/HI/KAUNAKAKAI/KAMEHAMEHA-V-HWY-96748/unit-218B/home/88611844,RAM MLS,396595.0,N,Y,21.078689,-156.996033
PAST SALE,August-25-2022,Condo/Co-op,1909 Ala Wai Blvd #503,Honolulu,HI,96815,190000,1.0,1.0,Waikiki,513.0,30928.0,1971.0,,370.0,532.0,Sold,,,https://www.redfin.com/HI/Honolulu/1909-Ala-Wai-Blvd-96815/unit-503/home/63755381,HiCentral MLS,202211519.0,N,Y,21.2875874,-157.8329671
PAST SALE,October-11-2022,Vacant Land,349 Ianeke Pl,Hilo,HI,96720,190000,,,Wainohia Subdivision,,17446.0,,,,,Sold,,,https://www.redfin.com/HI/Hilo/349-Ianeke-Pl-96720/home/88411302,HI Information Service,662332.0,N,Y,19.6927309,-155.086007
PAST SALE,October-28-2022,Vacant Land,Huina Rd Unit 3,Kurtistown,HI,96760,190000,,,Kurtistown,,54406.0,,,,,Sold,,,https://www.redfin.com/HI/Kurtistown/Huina-Rd-96760/unit-3/home/179096813,HI Information Service,661020.0,N,Y,19.5914096,-155.0758027
PAST SALE,October-28-2022,Single Family Residential,15-2694 Mano St,Pahoa,HI,96778,152000,3.0,2.0,Hawaiian Beaches Subdivision,1644.0,12040.0,1971.0,,92.0,,Sold,,,https://www.redfin.com/HI/Pahoa/15-2694-Mano-St-96778/home/88400665,HI Information Service,665195.0,N,Y,19.5505362,-154.9043103
PAST SALE,November-3-2022,Condo/Co-op,410 Atkinson Dr #844,Honolulu,HI,96814,153000,0.0,1.0,Ala Moana,246.0,,1970.0,,622.0,1101.0,Sold,,,https://www.redfin.com/HI/Honolulu/410-Atkinson-Dr-96814/unit-844/home/63819229,HiCentral MLS,202214667.0,N,Y,21.2901551,-157.8395601
PAST SALE,October-28-2022,Single Family Residential,15-2694 Mano St,Pahoa,HI,96778,152000,3.0,2.0,Hawaiian Beaches Subdivision,1644.0,12040.0,1971.0,,92.0,,Sold,,,https://www.redfin.com/HI/Pahoa/15-2694-Mano-St-96778/home/88400665,HI Information Service,665195.0,N,Y,19.5505362,-154.9043103
PAST SALE,October-20-2022,Single Family Residential,11-2696 Omeka Rd,Volcano,HI,96785,145000,1.0,1.0,Fern Forest Vacation Estates,400.0,130680.0,2014.0,,363.0,,Sold,,,https://www.redfin.com/HI/Volcano/11-2696-Omeka-RD-96785/home/181161090,HI Information Service,664701.0,N,Y,19.463042,-155.15850927
PAST SALE,September-25-2022,Condo/Co-op,1088 Bishop St #2512,Honolulu,HI,96813,145000,1.0,1.0,Downtown,525.0,,1984.0,,276.0,688.0,Sold,,,https://www.redfin.com/HI/Honolulu/1088-Bishop-St-96813/unit-2512/home/88485413,HiCentral MLS,202204966.0,N,Y,21.3093313,-157.860751
PAST SALE,October-9-2022,Condo/Co-op,85-175 Farrington Hwy Unit C414,Waianae,HI,96792,190000,0.0,1.0,Waianae,337.0,242019.0,1974.0,,564.0,498.0,Sold,,,https://www.redfin.com/HI/Waianae/85-175-Farrington-Hwy-96792/unit-C414/home/63848610,HiCentral MLS,202204732.0,N,Y,21.4574669,-158.2025985
PAST SALE,October-5-2022,Condo/Co-op,Kamehameha V Hwy Unit 218B,Kaunakakai,HI,96748,190000,1.0,1.0,Molokai,562.0,177289.0,1977.0,,338.0,538.0,Sold,,,https://www.redfin.com/HI/KAUNAKAKAI/KAMEHAMEHA-V-HWY-96748/unit-218B/home/88611844,RAM MLS,396595.0,N,Y,21.078689,-156.996033
PAST SALE,August-25-2022,Condo/Co-op,1909 Ala Wai Blvd #503,Honolulu,HI,96815,190000,1.0,1.0,Waikiki,513.0,30928.0,1971.0,,370.0,532.0,Sold,,,https://www.redfin.com/HI/Honolulu/1909-Ala-Wai-Blvd-96815/unit-503/home/63755381,HiCentral MLS,202211519.0,N,Y,21.2875874,-157.8329671
PAST SALE,October-11-2022,Vacant Land,349 Ianeke Pl,Hilo,HI,96720,190000,,,Wainohia Subdivision,,17446.0,,,,,Sold,,,https://www.redfin.com/HI/Hilo/349-Ianeke-Pl-96720/home/88411302,HI Information Service,662332.0,N,Y,19.6927309,-155.086007
PAST SALE,October-28-2022,Vacant Land,Huina Rd Unit 3,Kurtistown,HI,96760,190000,,,Kurtistown,,54406.0,,,,,Sold,,,https://www.redfin.com/HI/Kurtistown/Huina-Rd-96760/unit-3/home/179096813,HI Information Service,661020.0,N,Y,19.5914096,-155.0758027
PAST SALE,August-24-2022,Condo/Co-op,85-175 Farrington Hwy Unit B108,Waianae,HI,96792,185000,1.0,1.0,Waianae,412.0,242019.0,1974.0,,449.0,562.0,Sold,,,https://www.redfin.com/HI/Waianae/85-175-Farrington-Hwy-96792/unit-B108/home/63812768,HiCentral MLS,202211433.0,N,Y,21.4574669,-158.2025985
PAST SALE,September-27-2022,Condo/Co-op,965 Prospect St #603,Honolulu,HI,96822,185000,2.0,1.5,Punchbowl Area,723.0,36808.0,1977.0,,256.0,714.0,Sold,,,https://www.redfin.com/HI/Honolulu/965-Prospect-St-96822/unit-603/home/63819113,HiCentral MLS,202214714.0,N,Y,21.3083975,-157.8456612
PAST SALE,October-30-2022,Condo/Co-op,53-549 Kamehameha Hwy #103,Hauula,HI,96717,185000,1.0,1.0,Punaluu,475.0,114868.0,1973.0,,389.0,1547.0,Sold,,,https://www.redfin.com/HI/Hauula/53-549-Kamehameha-Hwy-96717/unit-103/home/63822362,HiCentral MLS,202220256.0,N,Y,21.5895852,-157.8893473
PAST SALE,October-31-2022,Condo/Co-op,485 Waianuenue Ave #202,Hilo,HI,96720,185000,2.0,1.0,Hilo,695.0,,1963.0,,266.0,450.0,Sold,,,https://www.redfin.com/HI/Hilo/485-Waianuenue-Ave-96720/unit-202/home/79208621,HI Information Service,665219.0,N,Y,19.7223715,-155.093021
PAST SALE,September-9-2022,Single Family Residential,16-1443 Moho Rd,Mountain View,HI,96771,185000,1.0,1.0,Hawaiian Acres,576.0,130680.0,2005.0,,321.0,,Sold,,,https://www.redfin.com/HI/Mountain-View/16-1443-Moho-RD-96771/home/179833824,HI Information Service,658980.0,N,Y,19.54995421,-155.04499591
PAST SALE,September-25-2022,Single Family Residential,92-123 Leipapa Way,Kapolei,HI,96707,899000,3.0,2.0,Makakilo-upper,1176.0,6368.0,1989.0,,764.0,12.0,Sold,,,https://www.redfin.com/HI/Kapolei/92-123-Leipapa-Way-96707/home/63970975,HiCentral MLS,202208915.0,N,Y,21.352914,-158.0891346
PAST SALE,September-15-2022,Condo/Co-op,91-213 Hanapouli Cir Unit 37I,Ewa Beach,HI,96706,485500,2.0,2.0,Ewa,811.0,31668.0,1993.0,,599.0,461.0,Sold,,,https://www.redfin.com/HI/Ewa-Beach/91-213-Hanapouli-Cir-96706/unit-37I/home/88574495,HiCentral MLS,202213327.0,N,Y,21.334371,-158.025363
PAST SALE,September-19-2022,Condo/Co-op,1600 Wilikina Dr Unit A403,Wahiawa,HI,96786,250000,1.0,1.0,Wilikina,506.0,110599.0,1974.0,,494.0,388.0,Sold,,,https://www.redfin.com/HI/Wahiawa/1600-Wilikina-Dr-96786/unit-A403/home/88561156,HiCentral MLS,202216062.0,N,Y,21.4935615,-158.0476111
PAST SALE,August-25-2022,Condo/Co-op,95-1487 Ainamakua Dr #62,Mililani,HI,96789,945000,3.0,2.5,Mililani Mauka,1702.0,208957.0,1993.0,,555.0,685.0,Sold,,,https://www.redfin.com/HI/Mililani/95-1487-Ainamakua-Dr-96789/unit-62/home/91452080,HiCentral MLS,202212923.0,N,Y,21.467417,-157.9984399
PAST SALE,September-8-2022,Condo/Co-op,2943 Kalakaua Ave #706,Honolulu,HI,96815,650000,0.0,1.0,Diamond Head,600.0,,1958.0,,1083.0,1176.0,Sold,,,https://www.redfin.com/HI/Honolulu/2943-Kalakaua-Ave-96815/unit-706/home/91477397,HiCentral MLS,202124830.0,N,Y,21.2610124,-157.8206748
PAST SALE,September-15-2022,Condo/Co-op,95-790 Wikao St Unit P101,Mililani,HI,96789,585000,3.0,2.0,Launani Valley,925.0,172498.0,1993.0,,632.0,534.0,Sold,,,https://www.redfin.com/HI/Mililani/95-790-Wikao-St-96789/unit-P101/home/63757364,HiCentral MLS,202212677.0,N,Y,21.478892,-158.0079386
PAST SALE,August-30-2022,Multi-Family (2-4 Unit),15-1724 6th Ave (hialoa) #2,Keaau,HI,96749,633000,3.0,4.5,Hawaiian Paradise Park,1696.0,43560.0,1990.0,,373.0,,Sold,,,https://www.redfin.com/HI/Keaau/15-1724-Hialoa-St-96749/unit-2/home/179142721,HI Information Service,660354.0,N,Y,19.5968663,-154.9565055
PAST SALE,August-29-2022,Single Family Residential,15-2026 17th Ave (lokelani),Keaau,HI,96749,565000,2.0,2.0,Hawaiian Paradise Park,1200.0,43560.0,2010.0,,471.0,,Sold,,,https://www.redfin.com/HI/Keaau/15-2026-Lokelani-Ave-96749/home/166592553,HI Information Service,663012.0,N,Y,19.567467,-154.953987
PAST SALE,August-17-2022,Condo/Co-op,47-6684 Hui Kelu St #7404,Kaneohe,HI,96744,750000,3.0,2.5,Temple Valley,1300.0,328094.0,1976.0,,577.0,691.0,Sold,,,https://www.redfin.com/HI/Kaneohe/47-6684-Hui-Kelu-St-96744/unit-7404/home/88553016,HiCentral MLS,202210251.0,N,Y,21.436249,-157.834047
PAST SALE,September-8-2022,Condo/Co-op,1634 Nuuanu Ave #119,Honolulu,HI,96817,470000,2.0,2.0,Nuuanu-lower,837.0,51401.0,1978.0,,562.0,893.0,Sold,,,https://www.redfin.com/HI/Honolulu/1634-Nuuanu-Ave-96817/unit-119/home/63775458,HiCentral MLS,202210808.0,N,Y,21.3173233,-157.8554416
PAST SALE,October-27-2022,Condo/Co-op,6770 Hawaii Kai Dr #1002,Honolulu,HI,96825,784500,2.0,2.0,Hahaione-lower,1626.0,125583.0,1974.0,,482.0,2071.0,Sold,,,https://www.redfin.com/HI/Honolulu/6770-Hawaii-Kai-Dr-96825/unit-1002/home/63763272,HiCentral MLS,202219334.0,N,Y,21.2915357,-157.7071574
PAST SALE,August-25-2022,Condo/Co-op,2452 Tusitala St #1108,Honolulu,HI,96815,379000,1.0,1.0,Waikiki,523.0,30231.0,1978.0,,725.0,770.0,Sold,,,https://www.redfin.com/HI/Honolulu/2452-Tusitala-St-96815/unit-1108/home/88503815,HiCentral MLS,202209026.0,N,Y,21.2772882,-157.8217926
PAST SALE,September-19-2022,Single Family Residential,32 N Wilder Rd,Hilo,HI,96720,440000,3.0,2.0,Kaumana Houselots,1056.0,9765.0,2009.0,,417.0,,Sold,,,https://www.redfin.com/HI/Hilo/32-N-Wilder-Rd-96720/home/88415850,HI Information Service,663424.0,N,Y,19.6863893,-155.1412674
PAST SALE,August-21-2022,Single Family Residential,92-1431 Hoalii St,Kapolei,HI,96707,1780000,3.0,3.0,Makakilo-kumulani,2291.0,10178.0,2016.0,,777.0,139.0,Sold,,,https://www.redfin.com/HI/Kapolei/92-1431-Ho-Alii-St-96707/home/64002114,HiCentral MLS,202211701.0,N,Y,21.3722784,-158.0833125
PAST SALE,September-7-2022,Single Family Residential,91-5408 Kapolei Pkwy #28,Kapolei,HI,96707,1568000,4.0,3.0,Kapolei,2119.0,5304.0,2020.0,,740.0,281.0,Sold,,,https://www.redfin.com/HI/Kapolei/91-5408-Kapolei-Pkwy-96707/unit-28/home/174907371,HiCentral MLS,202213391.0,N,Y,21.339795,-158.0573224
PAST SALE,October-6-2022,Single Family Residential,91-1010 Wahipana St,Kapolei,HI,96707,1095000,4.0,2.5,Kapolei-iwalani,1899.0,4865.0,1995.0,,577.0,42.0,Sold,,,https://www.redfin.com/HI/Kapolei/91-1010-Wahipana-St-96707/home/63941838,HiCentral MLS,202216919.0,N,Y,21.3350651,-158.0618387
PAST SALE,September-13-2022,Condo/Co-op,1511 Nuuanu Ave #1238,Honolulu,HI,96817,420000,2.0,1.0,Downtown,674.0,,1963.0,,623.0,961.0,Sold,,,https://www.redfin.com/HI/Honolulu/1511-Nuuanu-Ave-96817/unit-1238/home/63834491,HiCentral MLS,202213882.0,N,Y,21.3137251,-157.8561868
PAST SALE,September-8-2022,Single Family Residential,53-886 Pokiwai Way,Hauula,HI,96717,900000,3.0,1.5,Hauula,1000.0,5947.0,1949.0,,900.0,,Sold,,,https://www.redfin.com/HI/Hauula/53-886-Pokiwai-Way-96717/home/88555751,HiCentral MLS,202205779.0,N,Y,21.6034183,-157.9008745
PAST SALE,October-18-2022,Condo/Co-op,94-1410 Welina Loop Unit 13A,Waipahu,HI,96797,520000,2.0,1.0,Waipio Gentry,716.0,108377.0,1987.0,,726.0,418.0,Sold,,,https://www.redfin.com/HI/Waipahu/94-1410-Welina-Loop-96797/unit-13A/home/63784137,HiCentral MLS,202217529.0,N,Y,21.4205036,-157.9980289
PAST SALE,August-21-2022,Single Family Residential,91-123 Aipoola Pl,Ewa Beach,HI,96706,987500,5.0,3.0,Westloch Fairway,1684.0,5135.0,1992.0,,586.0,67.0,Sold,,,https://www.redfin.com/HI/Ewa-Beach/91-123-Aipoola-Pl-96706/home/63946505,HiCentral MLS,202209716.0,N,Y,21.3568745,-158.0225762
PAST SALE,September-15-2022,Single Family Residential,1598 Uluhao St,Kailua,HI,96734,1980000,5.0,3.0,Olomana,2309.0,12102.0,1968.0,,858.0,,Sold,,,https://www.redfin.com/HI/Kailua/1598-Uluhao-St-96734/home/88538001,HiCentral MLS,202213516.0,N,Y,21.376379,-157.7588506
PAST SALE,September-28-2022,Condo/Co-op,222 Kaiulani Ave #503,Honolulu,HI,96815,295000,2.0,1.0,Waikiki,577.0,10019.0,1960.0,,511.0,752.0,Sold,,,https://www.redfin.com/HI/Honolulu/222-Kaiulani-Ave-96815/unit-503/home/63825355,HiCentral MLS,202209438.0,N,Y,21.2779855,-157.8236555
PAST SALE,November-4-2022,Single Family Residential,77-199 Mahiehie St,Kailua-kona,HI,96740,815000,3.0,2.0,Keauhou View Estates,1092.0,7600.0,2002.0,,746.0,,Sold,,,https://www.redfin.com/HI/Kailua-Kona/77-199-Mahiehie-St-96740/home/88439862,HI Information Service,665045.0,N,Y,19.590107,-155.966339
PAST SALE,October-14-2022,Single Family Residential,28-3055 Beach Rd,Pepeekeo,HI,96783,1600000,3.0,2.5,Pepeekeo Point Subdivision,1948.0,154290.0,2006.0,,821.0,71.0,Sold,,,https://www.redfin.com/HI/Pepeekeo/28-3055-Beach-Rd-96783/home/148215764,HI Information Service,663848.0,N,Y,19.8476,-155.086009
PAST SALE,November-4-2022,Single Family Residential,77-203 Hoowaiwai Pl,Kailua-kona,HI,96740,1330000,3.0,2.0,Alii Heights,1741.0,15493.0,2003.0,,764.0,,Sold,,,https://www.redfin.com/HI/Kailua-Kona/77-203-Hoowaiwai-Ct-96740/home/88439814,HI Information Service,664386.0,N,Y,19.5925043,-155.965591
PAST SALE,October-21-2022,Single Family Residential,28-375 Kulaimano Rd,Pepeekeo,HI,96783,340000,2.0,1.0,Kulaimano Homesteads,720.0,7667.0,1945.0,,472.0,,Sold,,,https://www.redfin.com/HI/Pepeekeo/28-375-Kulaimano-Rd-96783/home/96725868,HI Information Service,665501.0,N,Y,19.8305512,-155.0979811
PAST SALE,October-4-2022,Vacant Land,Hula Ana Pl,Papa'aloa,HI,96780,520000,,,Laupahoehoe Seacliffs,,111514.0,,,,,Sold,,,https://www.redfin.com/HI/Papa-aloa/Hula-Ana-PL-96780/home/178809014,HI Information Service,656644.0,N,Y,19.97885336,-155.22236733
PAST SALE,September-26-2022,Single Family Residential,39-3343 Hana Ika Luna Camp Rd,Ookala,HI,96774,928000,3.0,2.0,Ookala Skilled Camp Subdivision,1508.0,15477.0,1924.0,,615.0,,Sold,,,https://www.redfin.com/HI/OOkala/39-3343-Hana-Ika-Luna-Camp-RD-96774/home/180039786,HI Information Service,663706.0,N,Y,20.01350769,-155.28507691
PAST SALE,September-22-2022,Single Family Residential,281 Kaulawahine St Lot 257,Kahului,HI,96732-2209,975000,4.0,1.5,Kahului,1729.0,11360.0,1953.0,,564.0,,Sold,,,https://www.redfin.com/HI/Kahului/281-Kaulawahine-St-96732/unit-257/home/180890053,RAM MLS,396633.0,N,Y,20.883364,-156.4660022
PAST SALE,November-9-2022,Single Family Residential,2 Akalei Pl,Kahului,HI,96732,889000,3.0,1.5,Kahului,1008.0,10010.0,1980.0,,882.0,,Sold,,,https://www.redfin.com/HI/Kahului/2-Akalei-Pl-96732/home/88597741,RAM MLS,396869.0,N,Y,20.8779451,-156.4620959
PAST SALE,September-30-2022,Single Family Residential,28-387 Ahua St,Pepeekeo,HI,96783,599000,3.0,2.0,Kulaimano Heights Subdivision,932.0,20508.0,1975.0,,643.0,,Sold,,,https://www.redfin.com/HI/Pepeekeo/28-387-Ahua-St-96783/home/88419962,HI Information Service,663733.0,N,Y,19.8318747,-155.098418
PAST SALE,September-30-2022,Single Family Residential,34-1471 Hawaii Belt Rd,Papaaloa,HI,96780,1525000,4.0,3.0,Waikaumalo - Maulua Homesteads,2415.0,523417.0,1991.0,,631.0,,Sold,,,https://www.redfin.com/HI/Papaaloa/34-1471-Hawaii-Belt-RD-96764/home/173792713,HI Information Service,664830.0,N,Y,19.94949724,-155.19669023
PAST SALE,September-25-2022,Single Family Residential,47-417 Lulani St,Kaneohe,HI,96744,1720000,4.0,4.0,Lulani Ocean,2541.0,11632.0,1996.0,,677.0,,Sold,,,https://www.redfin.com/HI/Kaneohe/47-417-Lulani-St-96744/home/88553174,HiCentral MLS,202216254.0,N,Y,21.4560558,-157.831666
PAST SALE,September-8-2022,Single Family Residential,207 Alake St,Kahului,HI,96732,880000,4.0,3.0,Kahului,1532.0,3054.0,2013.0,,574.0,,Sold,,,https://www.redfin.com/HI/Kahului/207-Alake-St-96732/home/88582131,RAM MLS,396401.0,N,Y,20.8637107,-156.4865285
PAST SALE,August-31-2022,Single Family Residential,29-2366 Kaiwiki Homestead Rd,Hakalau,HI,96710,1375000,2.0,2.0,Kaiwiki Homesteads Iii,1726.0,207215.0,2008.0,,797.0,,Sold,,,https://www.redfin.com/HI/Hakalau/29-2366-Kaiwiki-Homestead-Rd-96710/home/148232728,HI Information Service,662567.0,N,Y,19.87365192,-155.13612467
PAST SALE,October-28-2022,Single Family Residential,77-150 Queen Kalama Ave,Kailua-kona,HI,96740,1350000,3.0,2.0,Keauhou View Estates,1650.0,12946.0,2001.0,,818.0,,Sold,,,https://www.redfin.com/HI/Kailua-Kona/77-150-Queen-Kalama-Ave-96740/home/88439943,HI Information Service,663786.0,N,Y,19.5885116,-155.9678545
PAST SALE,September-13-2022,Single Family Residential,77-202 Maliko St,Kailua-kona,HI,96740,1675000,3.0,2.0,Alii Heights,1600.0,15027.0,2003.0,,1047.0,,Sold,,,https://www.redfin.com/HI/Kailua-Kona/77-202-Maliko-St-96740/home/88389107,HI Information Service,663235.0,N,Y,19.5909284,-155.9652528
PAST SALE,September-22-2022,Single Family Residential,20 Pahee Pl,Kahului,HI,96732,1250000,4.0,3.0,Kahului,1773.0,6534.0,2004.0,,705.0,248.0,Sold,,,https://www.redfin.com/HI/Kahului/20-Pahee-Pl-96732/home/71642992,RAM MLS,396729.0,N,Y,20.8762526,-156.4914401
PAST SALE,September-29-2022,Condo/Co-op,111 Kahului Beach Rd Unit A225,Kahului,HI,96732-1209,258000,2.0,1.5,Kahului,784.0,327136.0,1974.0,,329.0,583.0,Sold,,,https://www.redfin.com/HI/Kahului/111-Kahului-Beach-Rd-96732/unit-A225/home/71712359,RAM MLS,396590.0,N,Y,20.8911039,-156.4749077
PAST SALE,September-15-2022,Single Family Residential,77-6455 Princess Keelikolani Dr,Kailua-kona,HI,96740,1600000,5.0,4.0,White Sands Terrace,2895.0,12912.0,1993.0,,553.0,,Sold,,,https://www.redfin.com/HI/Kailua-Kona/77-6455-Princess-Keelikolani-Dr-96740/home/88434032,HI Information Service,661255.0,N,Y,19.5935372,-155.9686443
PAST SALE,September-25-2022,Single Family Residential,26 Olina St,Kahului,HI,96732-3701,1360000,3.0,2.0,Kahului,1739.0,6865.0,2014.0,,782.0,100.0,Sold,,,https://www.redfin.com/HI/Kahului/26-Olina-St-96732/home/88582275,RAM MLS,396212.0,N,Y,20.8674699,-156.4836272
PAST SALE,August-23-2022,Single Family Residential,8560-B Kekaha Rd,Kekaha,HI,96752,755555,4.0,2.0,Kekaha House Lots,1200.0,10001.0,1925.0,,630.0,,Sold,,,https://www.redfin.com/HI/Kekaha/8560-Kekaha-Rd-96752/home/173796069,HI Information Service,660196.0,N,Y,21.965313,-159.7059229
PAST SALE,October-30-2022,Single Family Residential,24 Anamuli St,Kahului,HI,96732,975000,4.0,2.5,Kahului,1792.0,6107.0,2010.0,,544.0,65.0,Sold,,,https://www.redfin.com/HI/Kahului/24-Anamuli-St-96732/home/71674830,RAM MLS,396540.0,N,Y,20.8642821,-156.4851619
PAST SALE,October-6-2022,Single Family Residential,156 Keoneloa St,Wailuku,HI,96793,1425000,5.0,4.0,Wailuku,3000.0,10659.0,2015.0,,475.0,190.0,Sold,,,https://www.redfin.com/HI/Wailuku/156-Keoneloa-St-96793/home/71693403,RAM MLS,395992.0,N,Y,20.882603,-156.494835
PAST SALE,August-17-2022,Vacant Land,29-210 Kulaiwi Rd,Hakalau,HI,96710,980000,0.0,1.0,Hakalau Homesteads,1584.0,697875.0,1993.0,,619.0,,Sold,,,https://www.redfin.com/HI/Hakalau/29-210-Kulaiwi-Rd-96710/home/179375794,HI Information Service,659735.0,N,Y,19.8885082,-155.1279526
PAST SALE,September-28-2022,Single Family Residential,32-382 Piha Kahuku Rd,Papaaloa,HI,96780,853500,3.0,2.0,Piha Homesteads,1496.0,338418.0,2003.0,,571.0,,Sold,,,https://www.redfin.com/HI/PapaAloa/32-382-Piha-Kahuku-Rd-96780/home/148235076,HI Information Service,661823.0,N,Y,19.9169887,-155.1805426
PAST SALE,November-10-2022,Single Family Residential,28-500 Kulala St,Pepeekeo,HI,96783,475000,4.0,2.0,Kulaimano Heights Subdivision,932.0,10361.0,1968.0,,510.0,,Sold,,,https://www.redfin.com/HI/Pepeekeo/28-500-Kulala-St-96783/home/88419892,HI Information Service,662767.0,N,Y,19.8320792,-155.1068355
PAST SALE,September-28-2022,Single Family Residential,47-036 Kamehameha Hwy,Kaneohe,HI,96744,1485000,5.0,4.0,Heeia View,2153.0,12000.0,1973.0,,690.0,,Sold,,,https://www.redfin.com/HI/Kaneohe/47-36-Kamehameha-Hwy-96744/home/88552869,HiCentral MLS,202214468.0,N,Y,21.451733,-157.815364
PAST SALE,October-25-2022,Single Family Residential,51-154 Kamehameha Hwy,Kaaawa,HI,96730,1260000,3.0,2.0,Kaaawa,1192.0,9455.0,1929.0,,1057.0,,Sold,,,https://www.redfin.com/HI/Kaaawa/51-154-Kamehameha-Hwy-96730/home/63874774,HiCentral MLS,202216370.0,N,Y,21.5418798,-157.8424244
PAST SALE,October-13-2022,Single Family Residential,51-264 Kamehameha Hwy,Kaaawa,HI,96730,1295000,3.0,3.0,Kaaawa,2264.0,7402.0,2012.0,,572.0,,Sold,,,https://www.redfin.com/HI/Kaaawa/51-264-Kamehameha-Hwy-96730/home/63894779,HiCentral MLS,202213696.0,N,Y,21.5460525,-157.8470817
PAST SALE,October-19-2022,Single Family Residential,47-417A Kapehe St,Kaneohe,HI,96744,850000,3.0,2.0,Valley Estates,960.0,2661.0,1978.0,,885.0,75.0,Sold,,,https://www.redfin.com/HI/Kaneohe/47-417-Kapehe-St-96744/home/88554182,HiCentral MLS,202216325.0,N,Y,21.446288,-157.838583
